"HO","DO","HR","DR","PHI"
8.00,2.00,5.00,5.00,0.00
8.00,2.00,5.00,6.00,0.00
8.00,2.00,6.00,1.00,0.00
8.00,2.00,6.00,5.00,0.00
8.00,2.00,6.00,6.00,0.00
8.00,2.00,6.00,4.00,0.01
8.00,2.00,6.00,3.00,0.03
8.00,2.00,6.00,2.00,0.04
8.00,2.00,7.00,1.00,0.00
8.00,2.00,7.00,2.00,0.00
8.00,2.00,7.00,3.00,0.00
8.00,2.00,7.00,4.00,0.00
8.00,2.00,7.00,5.00,0.00
8.00,2.00,7.00,6.00,0.00
8.00,2.00,8.00,1.00,0.00
8.00,2.00,8.00,5.00,0.01
8.00,2.00,8.00,6.00,0.01
8.00,2.00,8.00,4.00,0.11
8.00,2.00,8.00,2.00,0.36
8.00,2.00,8.00,3.00,0.36
8.00,3.00,1.00,1.00,0.00
8.00,3.00,1.00,2.00,0.00
8.00,3.00,1.00,3.00,0.00
8.00,3.00,1.00,4.00,0.00
8.00,3.00,1.00,5.00,0.00
8.00,3.00,1.00,6.00,0.00
8.00,3.00,2.00,1.00,0.00
8.00,3.00,2.00,2.00,0.00
8.00,3.00,2.00,3.00,0.00
8.00,3.00,2.00,4.00,0.00
8.00,3.00,2.00,5.00,0.00
8.00,3.00,2.00,6.00,0.00
8.00,3.00,3.00,1.00,0.00
8.00,3.00,3.00,2.00,0.00
8.00,3.00,3.00,3.00,0.00
8.00,3.00,3.00,4.00,0.00
8.00,3.00,3.00,5.00,0.00
8.00,3.00,3.00,6.00,0.00
8.00,3.00,4.00,1.00,0.00
8.00,3.00,4.00,2.00,0.00
8.00,3.00,4.00,4.00,0.00
8.00,3.00,4.00,5.00,0.00
8.00,3.00,4.00,6.00,0.00
8.00,3.00,4.00,3.00,0.01
8.00,3.00,5.00,1.00,0.00
8.00,3.00,5.00,2.00,0.00
8.00,3.00,5.00,3.00,0.00
8.00,3.00,5.00,4.00,0.00
8.00,3.00,5.00,5.00,0.00
8.00,3.00,5.00,6.00,0.00
8.00,3.00,6.00,1.00,0.00
8.00,3.00,6.00,2.00,0.00
8.00,3.00,6.00,5.00,0.00
8.00,3.00,6.00,6.00,0.00
8.00,3.00,6.00,4.00,0.03
8.00,3.00,6.00,3.00,0.04
8.00,3.00,7.00,1.00,0.00
8.00,3.00,7.00,2.00,0.00
8.00,3.00,7.00,3.00,0.00
8.00,3.00,7.00,4.00,0.00
8.00,3.00,7.00,5.00,0.00
8.00,3.00,7.00,6.00,0.00
8.00,3.00,8.00,1.00,0.00
8.00,3.00,8.00,5.00,0.02
8.00,3.00,8.00,2.00,0.05
8.00,3.00,8.00,6.00,0.06
8.00,3.00,8.00,4.00,0.27
8.00,3.00,8.00,3.00,0.49
8.00,4.00,1.00,1.00,0.00
8.00,4.00,1.00,2.00,0.00
8.00,4.00,1.00,3.00,0.00
8.00,4.00,1.00,4.00,0.00
8.00,4.00,1.00,5.00,0.00
8.00,4.00,1.00,6.00,0.00
8.00,4.00,2.00,1.00,0.00
8.00,4.00,2.00,2.00,0.00
8.00,4.00,2.00,3.00,0.00
8.00,4.00,2.00,4.00,0.00
8.00,4.00,2.00,5.00,0.00
8.00,4.00,2.00,6.00,0.00
8.00,4.00,3.00,1.00,0.00
8.00,4.00,3.00,2.00,0.00
8.00,4.00,3.00,3.00,0.00
8.00,4.00,3.00,4.00,0.00
8.00,4.00,3.00,5.00,0.00
8.00,4.00,3.00,6.00,0.00
8.00,4.00,4.00,1.00,0.00
8.00,4.00,4.00,2.00,0.00
8.00,4.00,4.00,3.00,0.00
8.00,4.00,4.00,4.00,0.00
8.00,4.00,4.00,5.00,0.00
8.00,4.00,4.00,6.00,0.00
8.00,4.00,5.00,1.00,0.00
8.00,4.00,5.00,2.00,0.00
8.00,4.00,5.00,3.00,0.00
8.00,4.00,5.00,4.00,0.00
8.00,4.00,5.00,5.00,0.00
8.00,4.00,5.00,6.00,0.00
8.00,4.00,6.00,1.00,0.00
8.00,4.00,6.00,2.00,0.00
8.00,4.00,6.00,3.00,0.00
8.00,4.00,6.00,5.00,0.00
8.00,4.00,6.00,6.00,0.00
8.00,4.00,6.00,4.00,0.04
8.00,4.00,7.00,1.00,0.00
8.00,4.00,7.00,2.00,0.00
8.00,4.00,7.00,3.00,0.00
8.00,4.00,7.00,4.00,0.00
8.00,4.00,7.00,5.00,0.00
8.00,4.00,7.00,6.00,0.00
8.00,4.00,8.00,3.00,0.02
8.00,4.00,8.00,1.00,0.03
8.00,4.00,8.00,5.00,0.04
8.00,4.00,8.00,2.00,0.05
8.00,4.00,8.00,6.00,0.09
8.00,4.00,8.00,4.00,0.69
8.00,5.00,1.00,1.00,0.00
8.00,5.00,1.00,2.00,0.00
8.00,5.00,1.00,3.00,0.00
8.00,5.00,1.00,4.00,0.00
8.00,5.00,1.00,5.00,0.00
8.00,5.00,1.00,6.00,0.00
8.00,5.00,2.00,1.00,0.00
8.00,5.00,2.00,2.00,0.00
8.00,5.00,2.00,3.00,0.00
8.00,5.00,2.00,4.00,0.00
8.00,5.00,2.00,5.00,0.00
8.00,5.00,2.00,6.00,0.00
8.00,5.00,3.00,1.00,0.00
8.00,5.00,3.00,2.00,0.00
8.00,5.00,3.00,3.00,0.00
8.00,5.00,3.00,4.00,0.00
8.00,5.00,3.00,5.00,0.00
8.00,5.00,3.00,6.00,0.00
8.00,5.00,4.00,1.00,0.00
8.00,5.00,4.00,2.00,0.00
8.00,5.00,4.00,3.00,0.00
8.00,5.00,4.00,4.00,0.00
8.00,5.00,4.00,6.00,0.00
8.00,5.00,4.00,5.00,0.03
8.00,5.00,5.00,1.00,0.00
8.00,5.00,5.00,2.00,0.00
8.00,5.00,5.00,3.00,0.00
8.00,5.00,5.00,4.00,0.00
8.00,5.00,5.00,5.00,0.00
8.00,5.00,5.00,6.00,0.00
8.00,5.00,6.00,1.00,0.00
8.00,5.00,6.00,2.00,0.00
8.00,5.00,6.00,3.00,0.00
8.00,5.00,6.00,4.00,0.00
8.00,5.00,6.00,6.00,0.00
8.00,5.00,6.00,5.00,0.11
8.00,5.00,7.00,1.00,0.00
8.00,5.00,7.00,2.00,0.00
8.00,5.00,7.00,3.00,0.00
8.00,5.00,7.00,4.00,0.00
8.00,5.00,7.00,5.00,0.00
8.00,5.00,7.00,6.00,0.00
8.00,5.00,8.00,1.00,0.00
8.00,5.00,8.00,3.00,0.01
8.00,5.00,8.00,2.00,0.01
8.00,5.00,8.00,4.00,0.01
8.00,5.00,8.00,6.00,0.09
8.00,5.00,8.00,5.00,0.71
8.00,6.00,1.00,1.00,0.00
8.00,6.00,1.00,2.00,0.00
8.00,6.00,1.00,3.00,0.00
8.00,6.00,1.00,4.00,0.00
8.00,6.00,1.00,5.00,0.00
8.00,6.00,1.00,6.00,0.00
8.00,6.00,2.00,1.00,0.00
8.00,6.00,2.00,2.00,0.00
8.00,6.00,2.00,3.00,0.00
8.00,6.00,2.00,4.00,0.00
8.00,6.00,2.00,5.00,0.00
8.00,6.00,2.00,6.00,0.00
8.00,6.00,3.00,1.00,0.00
8.00,6.00,3.00,2.00,0.00
8.00,6.00,3.00,3.00,0.00
8.00,6.00,3.00,4.00,0.00
8.00,6.00,3.00,5.00,0.00
8.00,6.00,3.00,6.00,0.00
8.00,6.00,4.00,1.00,0.00
8.00,6.00,4.00,2.00,0.00
8.00,6.00,4.00,3.00,0.00
8.00,6.00,4.00,4.00,0.00
8.00,6.00,4.00,5.00,0.00
8.00,6.00,4.00,6.00,0.01
8.00,6.00,5.00,1.00,0.00
8.00,6.00,5.00,2.00,0.00
8.00,6.00,5.00,3.00,0.00
8.00,6.00,5.00,4.00,0.00
8.00,6.00,5.00,5.00,0.00
8.00,6.00,5.00,6.00,0.00
8.00,6.00,6.00,1.00,0.00
8.00,6.00,6.00,2.00,0.00
8.00,6.00,6.00,3.00,0.00
8.00,6.00,6.00,4.00,0.00
8.00,6.00,6.00,5.00,0.00
8.00,6.00,6.00,6.00,0.11
8.00,6.00,7.00,1.00,0.00
8.00,6.00,7.00,2.00,0.00
8.00,6.00,7.00,3.00,0.00
8.00,6.00,7.00,4.00,0.00
8.00,6.00,7.00,5.00,0.00
8.00,6.00,7.00,6.00,0.00
8.00,6.00,8.00,1.00,0.00
8.00,6.00,8.00,3.00,0.00
8.00,6.00,8.00,4.00,0.00
8.00,6.00,8.00,5.00,0.00
8.00,6.00,8.00,2.00,0.01
8.00,6.00,8.00,6.00,0.85
